Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL4795248,COc1ccccc1N1CCN(CCCCC(=O)Nc2ccc(C(C)(C)C)cc2)CC1.Cl,
CHEMBL4782285,COc1ccccc1N1CCN(CCCCC(=O)Nc2ccc(C(C)C)cc2)CC1.Cl,4.09
CHEMBL4090819,NC(=O)c1cccc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3)c1,7.92
CHEMBL4099091,O=C1NCCc2nc(-c3ccccc3)cc(Nc3ccc4ncccc4c3)c21,8.64
CHEMBL4097568,COc1cccc(Nc2cc(-c3ccccc3)nc3c2C(=O)NCC3C)c1,6.19
CHEMBL4088089,NC(=O)c1cnc(-c2ccccc2)cc1Nc1cccc2ncccc12,7.46
CHEMBL4082556,COc1cccc(Nc2cc(-c3ccccc3OC)nc3c2C(=O)NCC3)c1,7.5
CHEMBL5833448,N#Cc1ccc(-c2c(C(=O)N3CCC3)nc3cccnn23)cc1F,7.52
CHEMBL5761397,CN(C(=O)c1nc2cccnn2c1-c1ccc(Cl)cc1)C1CC1,6.38
CHEMBL5880658,COc1ccc(-c2ncc3c(n2)N(c2cccc(OC(=O)N(C)C)c2)CC32CC2)cc1F,5.26
CHEMBL5826502,COc1ccc(-c2nc(C)c3ccn(-c4ccc(CC(=O)O)cc4)c3n2)cc1F,
CHEMBL5892951,COc1ccc(-c2nc(C)c3c(n2)N(c2ccc(CC(=O)O)cc2)CC3)cc1Cl,
CHEMBL5949296,COc1ccc(-c2nc(C)c3c(n2)N(c2ccc(CC(=O)O)cc2)CC3C)cc1Cl,
CHEMBL5788879,Cc1nc(-c2sccc2Cl)nc2c1CCN2c1ccc(CC(=O)O)cc1,
CHEMBL5425302,COc1ccc(Nc2cn[nH]c2)nc1-c1cccc(C(F)(F)F)c1,
CHEMBL5401340,COc1ccc(Nc2cn[nH]c2)nc1-c1cccc(OC(F)F)c1,5.6
CHEMBL5402634,COc1cccc(-c2nc(Cc3ccc(CCO)cc3)ccc2OC(F)F)c1,5.4
CHEMBL4284497,CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)(C)C)cc1,4.67
CHEMBL3745968,COc1cccc(Nc2c3c(nc4c(C)c(S(C)(=O)=O)nn24)CCNC3=O)c1,10
CHEMBL4578186,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccccn1)N=C2c1ccccc1,5.73
CHEMBL6021766,OB1OCc2cc(Nc3nc(-c4ccc(Cl)s4)nc4c3CCC4)ccc21,
CHEMBL5998923,O=C(c1nn2c(c1-c1ccc(Cl)c(Cl)c1)OCCC2)N1CCC1,7.43
CHEMBL5929299,N#CNC(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2SCCC3)cc1,
CHEMBL6019061,N#CNC(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2S(=O)(=O)CCC3)cc1,
CHEMBL5757718,O=C(O)Cc1ccc(Cc2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,
CHEMBL5957897,CCCNC(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2S(=O)(=O)CCC3)cc1,
CHEMBL6065060,O=C(NC1CC1)c1nn2c(c1-c1ccc(F)c(Cl)c1)OCCC2,6.44
CHEMBL4789722,COc1ccc(-c2nc3c(c(Nc4ccc(CC(=O)O)cc4)n2)SCCC3)cc1F,8.26
CHEMBL4300171,CC1CCn2nc(C(=O)N3CCC3)c(-c3ccc(Cl)cc3)c2O1,5.53
CHEMBL4877549,COc1c(OCc2ccc(F)cc2)cc2oc3cc4c(c(OC/C=C/C(=O)O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,6.85
CHEMBL2315591,CCOC(=O)C1=CN(Cc2ccc(OC)c(OO)c2)C=C(C(=O)OCC)C1c1cccc(F)c1,5.38
CHEMBL4443948,C=CCn1cc(-c2nc3ccccc3nc2Cl)c2ccccc21,5.33
CHEMBL4591179,C=CCn1cc(-c2ncccc2C#N)c2cc(OC)ccc21,5.7
CHEMBL4474987,COC(=O)/C=C/c1c(-c2nc3ccccc3nc2Cl)c2cc(OC)ccc2n1C(C)C,5.22
CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,7.57
CHEMBL2387427,COc1ccc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)c(OC)n1,6.38
CHEMBL3901332,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CS(=O)(=O)CC4=O)CC3)C(=O)C2(C)C)cc1OC,8.42
CHEMBL4093279,O=C1NCCc2nc(-c3ccccc3)cc(Nc3cccc(CO)c3)c21,7.62
CHEMBL218990,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccnc3)nnc1-2,6.68
CHEMBL4084511,COc1cccc(Nc2cc(-c3cccc(-c4cccc(C(N)=O)c4)c3)nc3c2C(=O)NCC3)c1,9.55
CHEMBL4099174,CCOC(=O)c1ccc(-c2cccc(-c3cc(Nc4cccc5ncccc45)c4c(n3)CCNC4=O)c2)cc1,8.92
CHEMBL4294370,COc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)C)cc1,
CHEMBL4287254,COc1ccc(-c2nc(SC)ncc2C(=O)Nc2ccncc2)cc1OC,7.02
CHEMBL4280024,CCN(CC)C(=O)c1cnc(C(F)(F)F)nc1-c1ccc(OC)c(OC)c1,6.08
CHEMBL2069610,CCc1ccc2c(C3=NNC(=O)C3(C)C)ccc(OC)c2n1,5.59
CHEMBL5839342,O=C(c1nc2cccnn2c1-c1ccc2c(c1)CCO2)N1CCC1,6.94
CHEMBL5974657,CCNC(=O)c1nc2cccnn2c1-c1ccc(Cl)c(F)c1,8.03
CHEMBL5995998,Nc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5CCOCC5)cc43)nc2)c1,
CHEMBL5949827,NC(=O)Cc1ccc(Nc2cc(-c3ccc(Cl)cc3)nc3c2CCC3)cc1,
CHEMBL5989587,NC(=O)Cc1ccc(Nc2cc(-c3cc(Cl)ccc3Cl)nc3c2CCC3)cc1,
CHEMBL5750642,OCCc1ccc(Nc2cc(-c3cc(Cl)cc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL6043472,Cc1cccc(-c2cc(Nc3ccc(CC(N)=O)cc3)c3c(n2)CCC3)c1,
CHEMBL5990916,CC(O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5896912,OCCc1ccc(Nc2cc(C(F)(F)F)nc(C3CCCC3)n2)cc1,
CHEMBL6037781,OCCc1ccc(Nc2cc(C3CCCCC3)nc3c2CCC3)cc1,
CHEMBL5900753,CCc1nc(Nc2ccc(CCO)cc2)cc(-c2cccc(Cl)c2)n1,
CHEMBL5745092,NC(=O)Cc1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2SCCC3)cc1,
CHEMBL6049101,NC(=O)Cc1ccc(Nc2nc(C3CCCC3)nc3c2S(=O)(=O)CCC3)cc1,
CHEMBL5749892,NC(=O)Cc1ccc(Nc2cc(C3CCC(O)C3)nc3c2CCC3)cc1,
CHEMBL4466141,COc1ccc(NCc2ccc(OC)c(-c3cccc(Cl)c3)c2)cc1,
CHEMBL4437139,COc1ccc(CN[C@@H](Cc2c[nH]c3ccccc23)C(=O)O)cc1-c1cccc(Cl)c1,
CHEMBL4434810,FC(F)Oc1ccc(CNc2cccnc2)cc1-c1cccc(Cl)c1,
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.82
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,4.7
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.26
CHEMBL4760774,O=C(NC1CCC(O)CC1)c1csc(-c2ccc(OC(F)F)c3oc4ccc(C(F)(F)F)cc4c23)n1,
CHEMBL4756900,COc1ccc(-c2nc(C(=O)NC3CCC(O)CC3)c(C)s2)c2c1oc1ccccc12,7.36
CHEMBL4798712,CCNC(=O)c1nc(-c2ccc(OC)c3oc4ccccc4c23)sc1C,
CHEMBL3694415,CC(C)OCCOc1nc(Oc2ccc3c(c2)COB3O)c(C#N)cc1C#N,8.19
CHEMBL3694418,CC(C)OCCOc1nc(Oc2cc(F)c3c(c2)COB3O)c(Cl)cc1C#N,7.72
CHEMBL2326943,O=C(CCCSc1ncnc2sc(-c3ccccc3)cc12)N1CCOCC1,4.85
CHEMBL5952631,O=C(NC1CC1)c1nc2cccnn2c1-c1ccc(Cl)cc1,7.75
CHEMBL5963442,CC1CC1NC(=O)c1nc2cccnn2c1-c1ccc(Cl)cc1,7.26
CHEMBL6024428,O=C(NC1CC1(F)F)c1nc2cccnn2c1-c1ccc(Cl)c(F)c1,8.41
CHEMBL5955467,O=C(c1nc2cccnn2c1-c1cc(F)c(Cl)c(F)c1)N1CCC1,8.41
CHEMBL5836936,O=C(c1nc2cccnn2c1-c1ccc(Cl)cc1F)N1CCC1,7.43
CHEMBL5077161,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)cc2)cc1OC,8.7
CHEMBL4282582,CCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)CC)cc1,4.77
CHEMBL4288977,CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1CCCC(=O)Nc1ccc(C(C)C)cc1,4.49
CHEMBL5074599,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.8
CHEMBL5893404,CNC(=O)c1nc2cccnn2c1-c1cc(F)c(Cl)cc1C,6.85
CHEMBL4848474,COC(=O)c1cnn2ccc(Oc3ccc4c(c3)COB4O)nc12,7.33
CHEMBL4873797,COC(=O)c1ccc2nc(Oc3ccc4c(c3)COB4O)ccc2c1,7.97
CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,9.82
CHEMBL3644499,COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCCC3)c12,7.11
CHEMBL19449,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,7.19
CHEMBL5812896,O=C(c1nc2cccnn2c1-c1ccc2nccnc2c1)N1CCC1,6.56
CHEMBL5994746,CC(=O)c1ccc(F)c(-c2c(C(=O)N3CCC3)nc3cccnn23)c1,7.75
CHEMBL5758277,O=C(c1nc2cccnn2c1-c1cnc2ccnn2c1)N1CCC1,6.65
CHEMBL4786889,COc1ccc2[nH]cc(-c3cc(C)n[nH]c3=O)c2c1,6.6
CHEMBL3644500,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCCC3)c12,6.29
CHEMBL4758935,CCCCCn1c(-c2ccccc2)nc2c(N)ccnc21,4.54
CHEMBL4793395,CCCCCn1c(-c2ccco2)nc2c(NCCOC)ccnc21,5.01
CHEMBL4781101,COCCNc1ccnc2c1nc(-c1ccco1)n2C1CCCC1,5.27
CHEMBL5759116,CCNC(=O)Cc1ccc(Nc2nc(-c3ccc(Cl)s3)nc(C)c2CC)cc1,
CHEMBL5221207,COc1ccc(Cc2ccncc2)nc1-c1cccc(Cl)c1,6.14
CHEMBL5932245,CCc1ccnc(-c2cnc(N3CC4(CC4)c4ccc(C(=O)N5C[C@@H]6C[C@H]5CN6)cc43)nc2)c1,
CHEMBL5975998,CN(CCO)C(=O)c1ccc2c(c1)N(c1ncc(-c3cc(N4CCCC4)ccc3F)cn1)CC21CC1,
CHEMBL5757798,O=C(c1ccc2c(c1)N(c1ncc(-c3ccccc3F)cn1)CC21CC1)N1CCO[C@@H](CO)C1,
CHEMBL5853675,CC(C)Oc1cc(Nc2ccc(CCO)cc2)c2c(n1)CCC2,
CHEMBL4564798,CCc1nc(Nc2ccc(C(N)=O)cc2)nc(-c2cccc(Cl)c2)n1,7.36
CHEMBL4561428,CNC(=O)Cc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,7.01
CHEMBL4549467,NC(=O)Cc1ccc(S(=O)(=O)c2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,5.42
CHEMBL3617179,COc1cc(C(=O)N2CCc3cc(OC)c(OC4CCCC4)cc3C2)ccc1O,5.64
CHEMBL3617183,COc1cc2c(cc1OC1CCCC1)CN(C(=O)c1ccncc1)CC2,4.8
CHEMBL6007473,Clc1cccc(-c2cc(Nc3ccc(Cc4ncco4)cc3)c3c(n2)CCC3)c1,
CHEMBL4518460,CN(C)C(=O)Cc1ccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL3644498,COc1cccc2c1ncc1c(=O)n(-c3cc(C)cs3)c(=O)n(C3CCCC3)c12,6.9
CHEMBL5808235,O=C(O)Cc1ccc(Cc2cc(C(F)(F)F)nc(C3CCCC3)n2)cc1,
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,5.95
CHEMBL5759498,NC(=O)C[C@H]1CC[C@H](Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)CC1,
CHEMBL5959830,NC(=O)Cc1cccc(Nc2cc(-c3cccc(Cl)c3)nc3c2CCC3)c1,
CHEMBL3644499,COc1cccc2c1ncc1c(=O)n(-c3cccc(C)c3)c(=O)n(C3CCCC3)c12,7.11
CHEMBL3644500,COc1cccc2c1ncc1c(=O)n(-c3ccc4c(c3)OCO4)c(=O)n(C3CCCC3)c12,6.29
CHEMBL3644503,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n([C@@H]3CCN(S(C)(=O)=O)C3)c12,7.31
CHEMBL3694410,CC(=O)CCCOc1nc(Oc2ccc3c(c2)COB3O)c(Cl)cc1C#N,9.1
CHEMBL3694411,COCC(COc1nc(Oc2ccc3c(c2)COB3O)c(Cl)cc1C#N)OC,7.64
CHEMBL3694418,CC(C)OCCOc1nc(Oc2cc(F)c3c(c2)COB3O)c(Cl)cc1C#N,7.72
CHEMBL5957384,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(-c4c(F)cccc4F)cnc32)ccc1OC,9.17
CHEMBL6061970,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)[nH]c3cc(Oc4ccccc4C(F)(F)F)cnc32)ccc1OC,8.6
CHEMBL6038869,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(CC(F)F)c3cc(F)cnc32)ccc1OC,7.04
CHEMBL5828626,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(CCOC)c3cc(Br)cnc32)ccc1OC,8.04
CHEMBL6035074,CCOc1cc([C@@H](CS(C)(=O)=O)n2c(=O)n(CCS(C)(=O)=O)c3cc(Br)cnc32)ccc1OC,8.09
CHEMBL6007358,,8.06
CHEMBL4537714,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccc(Cl)cc1)N=C2c1ccccc1,4.69
CHEMBL4451855,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1ccccc1OC(F)(F)F)N=C2c1ccccc1,6.42
CHEMBL4470613,COc1cc2c(cc1OC1CCCC1)CC(C(=O)Nc1nncs1)N=C2c1ccccc1,4.68
CHEMBL5749892,NC(=O)Cc1ccc(Nc2cc(C3CCC(O)C3)nc3c2CCC3)cc1,
CHEMBL5776676,O=S1(=O)CCc2nc(-c3cccc(Cl)c3)nc(Nc3ccc(CCO)cc3)c21,
CHEMBL6008977,NC(=O)Cc1ccc(Nc2cc(-c3ccc(F)c(Cl)c3)nc3c2CCC3)cc1,
CHEMBL6032867,CCc1nc(Nc2ccc(CCOC)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5753922,Clc1cccc(-c2nc3c(c(Nc4ccccc4)n2)CCC3)c1,
CHEMBL6037558,OCC(O)c1ccc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)cc1,
CHEMBL5919245,Cc1cc(Nc2nc(-c3cccc(Cl)c3)nc3c2CCC3)ccc1CC#N,
CHEMBL5979678,CCc1cc(Nc2ccc(C(C)(C)C(N)=O)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL4437670,CCc1cc(Nc2ccc(CCO)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5982325,CCCN(C)C(=O)Cc1ccc(Cc2cc(CC)nc(-c3cccc(Cl)c3)n2)cc1,
CHEMBL5928471,CCc1cc(Cc2ccc(C(C)(C)CO)cc2)nc(-c2cccc(Cl)c2)n1,
CHEMBL5899428,NC(=O)Cc1ccc(Cc2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,
CHEMBL5926161,COC(=O)Cc1ccc(Cc2cc(C(F)(F)F)nc(-c3cccc(Cl)c3)n2)cc1,
CHEMBL5430397,COc1cccc(-c2nc(Cc3cncnc3)ccc2OC(F)F)c1,5.93
CHEMBL5430406,COc1cccc(-c2nc(Cn3cnc(C(F)(F)F)n3)ccc2OC(F)F)c1,
CHEMBL5221538,COc1ccc(Cc2cn[nH]c2)nc1-c1cccc([N+](=O)[O-])c1,6.55
CHEMBL5866804,O=C(c1nc2cccnn2c1-c1cncc(Cl)c1)N1CCC1,6.6
CHEMBL4635395,Cc1cccc(Nc2ccccc2COCc2cc3cc(F)ccc3n2S(C)(=O)=O)c1C,5.87
CHEMBL2385758,CC(C)(C)NC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,7.96
CHEMBL4476440,CCc1nc(Nc2ccc(CCCO)cc2)nc(-c2cccc(Cl)c2)n1,7.96
CHEMBL4206144,N#Cc1ccc2nc(NC(=O)c3ccc(OC(F)F)c(OCC4CC4)c3)sc2c1,8.89
CHEMBL4752065,Cc1nc(-c2ccccc2)sc1C(=O)CSc1nc(N)c(C#N)c(-c2ccccc2)n1,
CHEMBL4761565,COc1ccc(-c2nc(SCC(=O)c3sc(-c4ccccc4)nc3C)nc(N)c2C#N)cc1,4.48
CHEMBL4748897,COc1ccc(-c2nc(SCC(=O)c3sc(-c4ccc(Cl)cc4)nc3C)nc(N)c2C#N)cc1,4.74
CHEMBL3957307,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)C2(C)C)cc1OCC1CC1,7.15
CHEMBL3973649,CCCC1(C)C(=O)N(C2CCN(C(=O)CN3C(=O)CCC3=O)CC2)N=C1c1ccc(OC)c(OC)c1,8.08
CHEMBL4787400,COc1ccccc1N1CCN(CCCCC(=O)Nc2cccc(C(C)C)c2)CC1.Cl,4.05
CHEMBL4782887,CC(C)CN1C(=O)N(C)C(=O)C2NC=NC21,4.55
CHEMBL4852714,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1,
CHEMBL4798872,COc1ccc(-c2nc(C)c(C(=O)CSc3nc(N)c(C#N)c(-c4ccccc4)n3)s2)cc1,4.95
CHEMBL4762291,COc1ccc(CCNS(=O)(=O)c2cc3c(cc2C)OCO3)cc1OC,5.85
CHEMBL5076558,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2cccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)c2)cc1OC,8.1
CHEMBL5074599,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.8
CHEMBL5077424,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CN(C)C(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.5
CHEMBL4861917,COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)NCCO)cc2)cc1,
CHEMBL4789336,O=C(O)c1csc(-c2ccc(OC(F)F)c3oc4ccc(C(F)(F)F)cc4c23)n1,
CHEMBL4753966,COc1ccc(-c2nc(CC(=O)Nc3c(Cl)cncc3Cl)cs2)c2c1oc1ccccc12,
CHEMBL4755546,COc1ccc(-c2nc(-c3cccc(C(=O)O)n3)cs2)c2c1oc1ccccc12,
CHEMBL4790625,CCOC(=O)c1cccc(-c2csc(-c3ccc(OC)c4oc5ccccc5c34)n2)n1,
CHEMBL5993380,Cc1ccc(-c2c(C(=O)NC3CC3)nc3cccnn23)cc1F,8.09
CHEMBL5861334,O=C(NC1CC1)c1nc2cccnn2c1-c1ccnc(C(F)(F)F)c1,6.41
CHEMBL5945906,Cc1ccc(-c2c(C(=O)N3CCC3)nc3cccnn23)cc1Cl,7.88
CHEMBL3962681,CCOc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)C2(C)C)cc1OCC,7.75
CHEMBL3959817,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)c5ccccc5C4=O)CC3)C(=O)C2(C)C)cc1OC,9.06
CHEMBL5816332,O=C(NC1CC1)c1nc2cccnn2c1-c1ccc(Cl)c(Cl)c1,8.8
CHEMBL5970264,N#Cc1c(F)cc(-c2c(C(=O)N3CCC3)nn3c2OCCC3)cc1F,6.76
CHEMBL6060888,Cc1nc(-c2ccc(F)c(F)c2)nc2c1ccn2-c1ccc(C(=O)O)cc1,
CHEMBL5996123,CCc1nc(-c2ccc(OC)c(F)c2)nc2c1CCN2c1ccc(C(=O)O)cc1,5.26
CHEMBL5890697,COc1ccc(-c2nc(C3CC3)c3ccn(-c4cccc(OC(=O)N(C)C)c4)c3n2)cc1F,5.26
CHEMBL5811832,CCc1nc(-c2ccc(OC)c(F)c2)nc2c1CCN2c1ccc(CC(=O)O)cc1,
CHEMBL5915263,,8.42
CHEMBL5998931,CCOc1cc(C(CS(C)(=O)=O)n2c(=O)[nH]c3c(C)c(-c4ccccc4)cnc32)ccc1OC(F)F,9
CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,7.78
CHEMBL5940908,CCOc1cc(C(CS(C)(=O)=O)n2c(=O)oc3cc(-c4ccccc4C)cnc32)ccc1OC,9.13
CHEMBL1782306,CCc1c(C)nc(-c2ccc(Cl)s2)nc1Nc1ccc(CC(=O)O)cc1,7.5
CHEMBL3940960,CC(C)OCCOc1nc(Oc2ccc3c(c2)COB3O)ccc1C#N,8.68
CHEMBL5432492,COc1cccc(-c2nc(Cc3cn[nH]c3)ccc2OC(F)F)c1,6.28
CHEMBL5434984,COc1ccc(Oc2cn[nH]c2)nc1-c1cccc(C(F)(F)F)c1,5.49
CHEMBL5437611,COc1ccc(Cn2cnnn2)nc1-c1cccc(OC(F)F)c1,5.9
CHEMBL5421691,COc1cccc(-c2nc(Cc3cccnc3)ccc2OC(F)F)c1,6.12
CHEMBL3644496,CCCc1cccc2c1ncc1c(=O)n(CC)c(=O)n(C3CCCC3)c12,4.6
CHEMBL6047642,N#Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1F,7.39
CHEMBL4084152,COc1ccc(-c2nc(C(=O)n3cccn3)co2)cc1,5.5
CHEMBL4102125,Cc1ccc(-c2nc(C(=O)n3cccn3)co2)cc1,4.76
CHEMBL4068076,O=C(c1coc(-c2ccc(O)cc2)n1)n1cccn1,4.74
CHEMBL4789742,N#C/N=C1/SCCN1C(=O)c1coc(-c2cccc(Cl)c2)n1,4.2
CHEMBL5866942,COc1c(F)cc(-c2c(C(=O)N3CCC3)nc3cccnn23)cc1F,7.54
CHEMBL5761397,CN(C(=O)c1nc2cccnn2c1-c1ccc(Cl)cc1)C1CC1,6.38
CHEMBL5074216,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@@H]3CCN(C)C3)c3ccccc3)s2)cc1OC,8.5
CHEMBL5078006,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)OC[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,8.7
CHEMBL3945875,COc1cccc2c1ncc1c(=O)n(-c3cccc(Cl)c3)c(=O)n(C3CCC(NS(C)(=O)=O)CC3)c12,7.6
CHEMBL3897190,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)CCC4=O)CC3)C(=O)C2(C)C)cc1OC,8.09
CHEMBL2387430,COc1ncc(-c2cc(C3=Nc4c(C(C)(C)C)nn(CCO)c4C(=O)NC3)ccc2OC)cn1,6.25
CHEMBL3644497,CCn1c(=O)c2cnc3c(C(C)C)cccc3c2n(C2CCCC2)c1=O,4.91
CHEMBL5929113,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(Cl)c(F)c1,7.74
CHEMBL4749066,CCCCCn1c(-c2ccco2)nc2c(NCc3ccccc3)nccc21,5.08
CHEMBL4755919,c1coc(-c2nc3c(NCCc4cccs4)nccc3n2C2CCCC2)c1,5.55
CHEMBL5861110,COc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1C,6.68
CHEMBL3694409,CC(C)OCCOc1nc(Oc2ccc3c(c2)COB3O)c(Cl)cc1C#N,8.28
CHEMBL3941293,CC(=O)CCCOc1nc(Oc2ccc3c(c2)COB3O)ccc1C#N,8.51
CHEMBL5893764,CCc1nc(-c2ccc(OC)c(Cl)c2)nc2c1CCN2c1ccc(CC(=O)O)cc1,
CHEMBL4471352,COc1c(OCCCCCCC(=O)O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,8
CHEMBL3951920,COc1ccc(C2=NN(C3CCN(C(=O)CN4C(=O)COCC4=O)CC3)C(=O)C2(C)C)cc1OC,8.29
CHEMBL551052,CCCOCCn1c(=O)c(NCCN2CCOCC2)nc2cnc(-c3ccc(OC)nc3)cc21,
CHEMBL2385757,CC(C)CNC(=O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2S(=O)(=O)CCC3)cc1,8.18
CHEMBL2385567,O=C(O)Cc1ccc(Nc2nc(-c3ccccc3)nc3c2CCCC3)cc1,6.37
CHEMBL2385562,O=C(O)CN1CCC(Nc2nc(-c3ccccc3)nc3c2CS(=O)(=O)C3)CC1,5.52
CHEMBL2387140,CCC(C)(C)c1nn(CCO)c2c1N=C(c1ccc(-n3ccnc3C)cc1)CNC2=O,6.42
CHEMBL4761224,O=C(c1nc2ccccc2n1-c1ccc(Cl)c(Cl)c1)N1CC(F)C1,5.62
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,6.96
CHEMBL5809309,Cc1cc(Cl)ccc1-n1c(C(=O)NC2CC2)nc2cccnc21,6.5
CHEMBL5404568,COc1ccc(Cc2cn[nH]c2)nc1-c1cccc(C(F)(F)F)c1,5.11
CHEMBL5408581,COc1cccc(-c2nc(Cn3cncn3)ccc2OC(F)F)c1,
CHEMBL5407989,O=[N+]([O-])c1cccc(-c2nc(Cn3ccnc3)ccc2OC(F)F)c1,7.09
CHEMBL5834706,Cc1cc(Cl)ccc1-n1c(C(=O)N2CC(F)C2)nc2cccnc21,5.95
CHEMBL5935479,COc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1Cl,6.2
CHEMBL77826,O=C(O)c1ccc(-c2cc3cccnc3c(-c3ccc4nonc4c3)n2)cc1,7.47
